TIT 1:1	TIT 1:4	idm162665	 L'ouverture de Tite, comme celle de 1 Timothée (*1 Tm 1 : 1-2*), établit l'autorité de Paul sur son délégué.\n\n
TIT 1:1	TIT 1:1	idm162672	 **et d'enseigner… une vie pieuse : **Voir *2:11-14* ; *1 Tim 6:3.*.\n\n
TIT 1:2	TIT 1:2	idm162681	 L'**assurance qu'ils ont la vie éternelle **permet au peuple de Dieu de vivre le présent à la lumière de l'avenir (voir *2:11-14*; *3:7-8*). • **Dieu — qui ne ment pas : **Le vrai Dieu contraste avec les conceptions populaires crétoises (voir *la note d'étude sur 1:12*). Cette déclaration souligne également que le plan de salut de Dieu est immuable (*1:1*) : on peut faire confiance à Dieu pour tenir ses promesses (voir *Nb 23:19 * ; *1 Sam 15:29*; *Rm 3 : 3-4*).\n\n
TIT 1:3	TIT 1:3	idm162696	 **au bon moment : **L'initiative revient entièrement à Dieu, qui exécute son plan selon son propre calendrier par sa propre volonté (voir *3:5*; *1 Tim 2 : 6 *; *2 Tim 1:10*).• ** Dieu notre Sauveur : **Dans *Tite 1 : 4*, Jésus est aussi appelé « notre Sauveur », identifiant Jésus à Dieu (voir *2:10*, *13* ; *3:4*, *6*).\n\n
TIT 1:4	TIT 1:4	idm162712	 **Tite **était le délégué de Paul dauprès de l'église en Crète. • **mon vrai fils : **La formulation autorise le délégué (comme dans *1 Tim 1 : 2*).\n\n
TIT 1:5	TIT 1:16	idm162721	 Les églises de Crète avaient besoin d'une direction forte et fidèle pour faire face au danger des faux enseignants (*1:10-16*). Cette partie de la tâche de Tite s'inscrit dans le cadre plus large de la lettre : former une communauté qui témoigne du Christ en incarnant la grâce de Dieu dans sa conduite Cp.* 1 Tim 3 : 1-7*.\n\n
TIT 1:5	TIT 1:9	idm162729	 Tite a été chargé de nommer des responsables afin d'**achever notre travail sur place, c'est-**à-dire d'établir l'Église (cp.* 1 Tim 3 : 1-13*). Les diacres ne sont pas mentionnés, peut-être parce qu'il s'agissait de nouvelles et petites églises.•  Ces qualités de leadership pourraient être une adaptation à la nouveauté de ces convertis et à la rudesse de leur culture. On suppose que les anciens seront des hommes (voir *1 Tim 3 : 4-5*).\n\n
TIT 1:5	TIT 1:5	idm162738	 **La Crète **était située en Méditerranée, au sud de la mer Égée. C'était un lieu important pour les voyages et le commerce par voie maritime, de sorte qu'il avait un mélange d'influences, y compris une population juive. Quelques-uns de Crète avaient participé à la Pentecôte (*Actes 2:11*), mais cette lettre semble concerner une église naissante. • **anciens dans chaque ville : Il est possible qu'**il y ait eu plus d'une église de maison dans une ville donnée et peut-être plus d'un ancien dans une église de maison donnée. Il est clair qu'il y avait des églises dans au moins deux villes et la direction était spécifique à chaque ville.\n\n
TIT 1:6	TIT 1:6	idm162747	 **doit être fidèle à sa femme : **Voir la note d'*étude sur 1 Tim 3:2*. • **sauvage ou rebelle : **Cela reflète probablement la culture crétoise avec ses normes morales peu élevées (*Titus 1:12*).\n\n
TIT 1:7	TIT 1:7	idm162757	 **Un responsable d'église **(ou * un surveillant* ou *un évêque*) e**est un gestionnaire de la maison de Dieu : **Voir *1:11*; *2:2-10* ; * 1 Tim 1:4* ; *3:4-5*, *12*, *15* ; *2 Tim 2:20-21*.•  Ces qualités indiquent qu'un ancien ne devrait se mêler aux masses crétoises (voir *Tite 1:12*).\n\n
TIT 1:9	TIT 1:9	idm162775	 Les anciens avaient un rôle prépondérant dans l'enseignement de la communauté. Cela a pu s'avérer nécessaire pour faire face à la menace immédiate qui pesait sur ces communautés particulières (comme aussi à Éphèse ; voir 1* Tim 3 : 1)*.•  Ce n'est **qu'en croyant fermement **en la Bonne Nouvelle qu'un ancien **peut **dispenser**un enseignement sain **. Les préoccupations spécifiques de Paul sont abordées dans *Tite 2 : 1-3 : 11*, à la lumière des problèmes mentionnés *1:10-16**3:9-11*dans et (voir aussi *1 Tim 1:10*).•  Tite avait un rôle similaire (cp.* Tite 1:13 *; *2:15*;)*3:10-11*. Les responsables locaux reprennent le flambeau là où Paul et ses délégués l'ont laissé.• ** Ceux qui s'y opposent **sont décrits dans *1:10-16*.\n\n
TIT 1:10	TIT 1:16	idm162794	 Au sein d'une population autochtone composée de fauteurs de troubles, Tite devra faire preuve de fermeté pour débarrasser ces communautés chrétiennes de la corruption et les rendre saines dans la foi (*1:13-16*).\n\n
TIT 1:10	TIT 1:10	idm162801	 **peuple rebelle : **Le même mot grec est utilisé pour les enfants dans  *1:6*. • **ceux qui insistent sur la circoncision pour le salut **(littéralement *ceux de la circoncision *) : il s'agit probablement aux chrétiens juifs ; l'expression grecque laisse ouverte la question de savoir s'ils exigeaient ou non la circoncision des Gentils. La saveur juive de ce faux enseignement est suggérée dans *1:14-15* et *3:9*.\n\n
TIT 1:11	TIT 1:11	idm162813	 **en détournant des familles entières : **C'est également ce qui s'est passé à Éphèse (cp.* 1 Tim 4 : 3* ; *2 Tim 2:18 *; *3:6*). • **seulement pour de l'argent : **Les anciens ne doivent pas avoir cette caractéristique (*Tite 1 : 7* ; voir aussi*1 Tim 6 : 5-10* ; * 2 Cor 2:17* ;* 1 Pierre 5 : 2*).\n\n
TIT 1:12	TIT 1:12	idm162828	" **a dit l'un de leurs propres hommes, un prophète de Crète, a déclaré : **Cette citation est d'Epimenides de Knossos, un philosophe qui a vécu en Crète autour dès 500 av. J. -C. • **Tous des menteurs :**Cette accusation visait spécifiquement la prétention des Crétois à posséder la tombe de Zeus sur l'île. Selon la mythologie crétoise, le dieu Zeus était autrefois un simple humain qui vivait et mourut en Crète (on disait que sa tombe s'y trouve), mais qui avait atteint le statut de dieu grâce à son mécénat (c'est-à-dire des dons et des avantages) à l'égard des humains. Certains moralistes grecs s'opposent à cette légende et la qualifient de mensongère. Une citation d'Alexandrie dans les années 200 av. J. -C dit : ""Les Crétois sont toujours des menteurs.  Les Crétois te construisent un tombeau, Seigneur, mais tu ne meurs pas, car tu éternel"". L'un des prophètes crétois (Epimenides) avait la même opinion, et Paul cite sa voix de conscience en l'approuvant (*1:13* ; voir *Actes 17:28*), car le Dieu qui ne ment pas (*Tite 1:2*) s'oppose aux mensonges de tels mythes. • **menteurs… animaux… gourmands : **On croyait que l'immoralité des Crétois résultait de leur croyance en Zeus ; les mensonges religieux avaient engendré la corruption morale. Paul oppose ensuite à ces vices les vertus qui leur sont opposées (*2:12*). Il appelle les Crétois à atteindre des idéaux éthiques qui sont vantés dans la société humaine en général, mais qui étaient absents en Crète, comme le déplorait leur propre prophète. Ils n'atteindront ces idéaux que grâce à l'évangile de Jésus-Christ (*2:11-14*). • **gloutons paresseux : **les Crétois étaient connus pour être prêts à tout pour un peu d'argent. Ils étaient célèbres comme mercenaires et comme consommateurs insatiables. Ils sont réputés ne pas avoir honte de l'avarice (voir *Phil 3:19*).•  Paul applique la citation plus directement aux faux enseignants actuels qu'à la culture crétoise en général ; les faux enseignants ont perpétué cette tradition crétoise d'immoralité fondée sur le mensonge.\n\n"
TIT 1:13	TIT 1:13	idm162846	 **C'est vrai : **Voir la note d'*étude sur 1:12*.•  Être **fort dans la foi **est ici défini ici comme le fait de rejeter les faux enseignements (cp.*1:9* ).\n\n
TIT 1:14	TIT 1:14	idm162856	 **Les mythes juifs : **Voir *3:9* ; *1 Tim 1 : 4 * ; *4:7* ; *2 Tim 4 : 4*. • **se sont détournés de la vérité : **il s'agit de l'apostasie, et non d'une simple incrédulité. Voir  *1 Tim 1 : 6-7*.\n\n
TIT 1:15	TIT 1:16	idm162869	 Ces deux versets commentent le peuple de e*1:14*t ses commandements, tout en passant à une discussion sur l'enseignement sain (2* : 1-3 : 11)*.\n\n
TIT 1:15	TIT 1:15	idm162877	 Cp.* 1 Tim 4 : 3-5*.\n\n
TIT 1:16	TIT 1:16	idm162884	 Dans les lettres à Timothée et à Tite, l'enseignement sain et la piété sont toujours liés (voir *1 Tim 1 : 7-11*; *3:15-16* ; *5:24-25* ; *2 Tim 3 : 5*, *9*). De même, leur mode **de vie impie **est lié à un faux enseignement. • **tout ce qui est bon : **Ceci contraste avec à *Tite 3:1*.\n\n
TIT 2:1	TIT 2:15	idm162898	 **Un enseignement sain **était particulièrement urgent à cause des faux enseignants, qui avaient fait des ravages dans des « familles entières » *1:11*). Dans *2:1-10*Paul s'adresse à différents groupes au sein de la maison de la foi, montrant son intérêt pour le témoignage public de l'Église (*2:5*, *8*, *10*voir aussi *1 Tim 5 : 1-6 : 2*). Paul développe ensuite la question de la venue du Christ (*Tite 2:11-14*) avant de donner un ordre direct à Tite (*2:15*).\n\n
TIT 2:9	TIT 2:10	idm162913	 Le but de ces commandements est de **rendre l'enseignement sur Dieu**...**attrayant **(voir *1 Tim 6 :1-2*).\n\n
TIT 2:11	TIT 2:15	idm162922	 **Car : **Les commandements *2:1-10*sont ici fondés sur la venue passée et future du Christ. La grâce de Dieu est un modèle pour la conduite de l'Église, même si le salut par la grâce rend possible une bonne vie et crée des personnes dévouées aux bonnes œuvres (voir aussi)*3:3-7*.\n\n
TIT 2:11	TIT 2:11	idm162931	 **a été révélé **(littéralement *est apparu *) : Voir* la note d'étude sur 1 Tim 6:14*. • **le salut à tous les peuples : **Paul veut que la grâce de Dieu atteigne pleinement ses objectifs parmi les Crétois et que, ce faisant, elle les enrôle dans l'œuvre salvatrice d'évangélisation de Dieu (*Tite 2:12 *; voir *1 Tim 2 : 1-7 *;*4:10*).\n\n
TIT 2:12	TIT 2:12	idm162944	 **Nous sommes instruits : **L'accent est mis sur les vertus positives : **la sagesse, la justice et la dévotion à Dieu **. Dans les écrits gréco-romains, ces trois vertus représentent la conduite vertueuse en général. Ces vertus s'opposent aux vices crétois énumérés dans e*1:12*t transforment en qualités profondément chrétiennes (voir *2:13*).•  Paul exhorte les Crétois à faire vivre ces vertus, afin de faire comprendre à leurs compatriotes qu'une vie vertueuse découle uniquement de la grâce de Dieu en Jésus-Christ.\n\n
TIT 2:13	TIT 2:13	idm162954	 **Nous regardons vers l'avenir : **Cela implique** l'espoir** ainsi qu'une responsabilité future, qui stimulent tous deux une conduite pieuse dans le présent. • **sera révélé : **Cette expression traduit un mot grec important dans les lettres à Timothée et à Tite (« épiphanie » ou « apparition » ; aussi *2:11* ; voir* la note d'étude sur 1 Tim 6:14*). • **grand Dieu et Sauveur : **C'est l'un des rares endroits du Nouveau Testament où Jésus-Christ est carrément appelé « Dieu » (voir aussi *Jean 1 : 1* ; *20:28*; *Rm 9 : 5 * ; *He 1 : 8* ; *2 Pierre 1 : 1 *; peut-être *Jean 1:18*). Pourtant, cette affirmation est tout à fait cohérente avec les rôles et les attributs du Christ et le culte qu'il reçoit. Il est possible que cette désignation soit utilisée ici pour insister sur le fait que le Christ n'est pas un simple humain promu au rang de membre du panthéon des dieux (voir* la note d'étude sur Tite 1:12*). Au moment de la rédaction de cette lettre, les chrétiens insistaient de plus en plus sur le fait que le Christ seul, plutôt que les dirigeants et les empereurs, soit appelé divinité.\n\n
TIT 2:14	TIT 2:14	idm162973	 Le salut produit un peuple qui a le désir et la capacité d'accomplir les bonnes actions décrites dans le  *2:2-10*.• ** Il a donné sa vie : **Voir aussi *1 Tim 2 : 6*. • **pour nous libérer : **Voir *Gal 3:22 *; *4:4-5*; cp.* Exode 6 : 6-8*.•  L'expression **son propre **peuple rappelle la formation d'Israël en tant que nation (voir *Exode 19 : 5 *; *Deut 7 : 6 *;)*14:2*. Ceux qui suivent le Christ sont désormais le peuple de Dieu – sa nation – et l’Esprit les conduit à respecter l’alliance de Dieu. Ils s'engagent • **totalement à faire de bonnes actions : **Voir *Tite 1:16 *; *Eph 2:10*.\n\n
TIT 3:1	TIT 3:11	idm162993	 L'accent mis sur un enseignement sain (;*1:9*) *2:1*se poursuit ; Paul se tourne maintenant vers la relation de la communauté chrétienne avec la société dans son ensemble (cp.* 1 Tim 2 : 2-4*). Comme dans *Tite 2 : 1-15*, les instructions de Dieu pour son peuple (*3:1-2*) sont basées sur ses relations avec lui (;*3:3-7* cp. note d'é*tude sur 2:11-15)*. Paul demande ensuite à Tite d'éviter les disputes stériles et d'insister sur un enseignement bénéfique (*3:8-11*).\n\n
TIT 3:1	TIT 3:1	idm163007	 Paul pourrait dire **aux croyants ** de faire une distinction claire entre eux et les masses populaires indisciplinées. Par ailleurs, les fauteurs de troubles (*1:10-15*; *3:10*)pourraient avoir adopté des comportements indisciplinés découlant de leurs enseignements erronés (comme c'est probablement le cas dans *1 Tim 2 : 1-7*). • En ce qui concerne les relations avec ** les fonctionnaires **... **du gouvernement***, * voir *1 Tim 2 : 2 * ; *Rm 3 : 1-7*.\n\n
TIT 3:3	TIT 3:3	idm163022	 L'humilité (*3:2*) est de mise, compte tenu de notre état lorsque la bonté et l'amour de Dieu nous sont parvenus (*3:4*; voir *Eph 2 : 1-4 ;* ; *5:8* ; *Col 3 : 7 *; *1 Pierre 4 : 3* ).\n\n
TIT 3:4	TIT 3:7	idm163034	 Ce passage peut être un résumé ou une citation d'un enseignement traditionnel (voir *1 Tim 1:15 *;*2:5-6*).\n\n
TIT 3:4	TIT 3:4	idm163042	 Nous devons nous comporter à l'égard de nos compatriotes comme Dieu l'a fait à notre égard - avec **bonté et amour **. Le salut de Dieu rend cela possible. • **révélé **(littéralement *apparu*): Le mot grec se rapporte à la venue du Christ (également dans *2:11*, *13* ; voir* la note d'étude sur 1 Tim 6:14*).\n\n
TIT 3:5	TIT 3:5	idm163054	 **non pas parce que... mais puisque : **Le contraste est entre les actions humaines qui pourraient être perçues comme méritant le salut et la grâce de Dieu (voir *Gal 2:16*). Le salut passe par la foi en la seule** miséricorde** de Dieu (*Eph 2 : 8*). • **Il a lavé nos péchés, nous donnant une nouvelle naissance : **Voir *Ez 16 : 9* ; *Jean 3 : 1-15 *; *Eph 5:26* ; *He 10:22 *;* 2 Pierre 1 : 9 *. • **et une nouvelle vie par le Saint-Esprit : **Cela signifie un départ complet de la vie du péché et de la mort et un transfert dans le domaine de la vie et de la pureté (voir aussi *Rm 12 : 2* ; * 2 Cor 5:17* ; *Col 3:10*).\n\n
TIT 3:7	TIT 3:7	idm163074	 La première moitié de ce verset résume *3:4-6*. La deuxième moitié fournit le but de ce que Dieu a fait. • ** nous a rendus justes à ses yeux : **Voir *Rm 3:20-28* ; *Gal 2:16-17*. • **hériter de la vie éternelle : **L'Esprit (*Tite 3 : 5*) est souvent lié à notre statut d'héritiers (voir *Rm 8:15-17* ; *1 Cor 6 : 9-11 * ; * Gal 4 : 6-7 * ; *Eph 1:13-14*).\n\n
TIT 3:8	TIT 3:8	idm163090	 L'adage digne de **foi **est *3:4-7*(cp.* 1 Tim 1:15*).\n\n
TIT 3:10	TIT 3:11	idm163099	 **n'ont rien de plus à voir avec... des gens comme ça : **il s'agit de personnes incorrigibles, querelleuses et discordantes (voir *1:11*, *13*).\n\n
TIT 3:12	TIT 3:15	idm163108	 La lettre se termine par des nouvelles (*3:12* ), une exhortation finale (*3:13-14*), des salutations et une bénédiction (*3:15*).\n\n
TIT 3:12	TIT 3:12	idm163117	 Évidemment, **Artémas ou Tychique **devait remplacer Tite en Crète. Étant donné que Tychique a été envoyé à Éphèse (voir *2 Tim 4:12*), Artémas pourrait avoir été celui qui est allé en Crète.• ** Nicopolis : **Plusieurs villes portaient ce nom ; c'était probablement une ville importante située sur la côte occidentale de la péninsule grecque. Il est possible que Paul ait déjà travaillé ici (voir *Rm 15:19*, qui mentionne l'activité de Paul plus à l'ouest).\n\n
TIT 3:13	TIT 3:13	idm163127	 **Zénas **et **Apollos **ont participé à la diffusion de la Bonne Nouvelle, et ils ont peut-être été les messagers de cette lettre à Tite. • **Zenas **était probablement un expert en droit romain ou un juriste romain (le même mot pour **avocat **est dans *Luc 7:30 *; *10:25*) ; son nom païen (« don de Zeus »), rend peu probable qu'il ait été un expert en droit juif.• ** Apollos **est vraisemblablement le même homme que dans *Actes 18:24* ; *19:1*; *1 Cor 1 : 12* ; *3:4-6*, *22* ; *4:6* ;*16:12*. • **Tout ce dont ils ont besoin : **Voir * 1 Tim 3 : 2 *; *3 Jn 1 : 5-8* ; cp.* Rm 15 : 24* ; *1 Cor 16 : 6*, *11* ; *2 Cor 1 : 16*.\n\n
TIT 3:14	TIT 3:14	idm163154	 Cette exhortation finale est liée à la responsabilité de prendre soin de Zénas et d'Apollos (voir *Rm 12:13 * ; *Eph 4:28 *; * 1 Thes 4:11 * ;* 1 Tim 5 : 8 *, *16*; *6:18*).• ** Notre peuple doit **s'impliquer dans le ministère vivifiant de la Bonne Nouvelle plutôt que dans les **spéculations **improductives des faux enseignants.\n\n
TIT 3:15	TIT 3:15	idm163168	 **Vous tous : **La lettre était adressée à Tite (*1:4*), mais toute l'Église était destinataire de la lettre.\n\n
